puuid,accountId,summonerId,summonerName,leaguePoints
VHp0Kz9ckA0ZkefzFgimhee1R6twRP6jLVYVXHEeb_dBEScAAzh8Nv23-Nq1YxvEwgyeub0OvyYQMQ,zTP2c1QhJPXGGFAppFbQCUWu2p68uAyXa9pQ-IVdV88TdA,XBh0RKzV8QmZKEs5QkDcGWRpt3jSIAks8ulCL0wwlSMhkN4,Makkro,798
5LilGN92x74kIzyweMLONB1NziXcKIy4IFor0YhGbrSql6gLxc6gP9t6noyyGQw5r70YPh8vwndIBg,_D1zcRmRsAy3Dh8wujATtCtVjZRsR2R-exHQq5wpRg3OeFbkCzCjJvMW,MHuf113eKFx-vqrA7LHUp9aJb9VvijhyIDs__6KJ4C9L2Q6302lmakDseg,G2 Egirls,797
4QqxFXxQRVpv_e_cq5sZVxzVz9iJLlw4wuDDcAZ_WBnECiofl2tDI1odlkpc9CPgzxk4Bx0JIs4hYA,YApYxISJTLB7_glcKSdnb5x8nsLnyUIU8LnYYvaCltY-86c,PfW0E2q-SpigLMREtMPQ_OvEl6dpDd-iWbEYy8KZ-sgpUD5J,love your smile3,797
di4rL7Fp7C8dv77CDY1Z7GSQtuM1udXOmhSkVoWsK-tR-RXd1qoK97lucW_tm9zaWdb22ww2m4k3mw,_aIt4GZs6EKQFj1ld8r6EqOhxOZ5A6kNxIJ1bpKRWkKXhbAoJoU7wv_j,Htff2xBpyRlN3Xkwzw82SFN9mJ5S6Djmczo4ohEHeVsOpCTS,A41G Xoura,796
QBUkA9IrHjm302CKPdBsT1C0t8JABEk-IU_zEJbcQORQVD4eezSDHeVsTbHq2uDe-n6t_hIcsg_95A,YbYUIW1wE45Bf_hGgNDxn5r4qm79ypku9Q8Gn92kF-JqOg,lpAqLsPxba8AwR3aXbACtkxx3X5BKF9q2cUZ4gDES0FdeLc,FRESZYK,796
g_TNERXvpm4_PSBNA73O5OlskQk8HV8KvxVVUJ0ltCAO4G8lOw7IrcVdciptjqYaE4LaeuV1AhdZdA,3tsnN4CXnmylrfVNEBbRrVQNccLP42lsFhHzZvPlGRHeIme6I8zpfB73,S3CLzkeNSl47fQQNHfqHKKORfvor97Ma2nnR0FdYRsGBVPOA,Drαchun,794
iZAmr3HX3mlIw00zyMxhNTIEdzG3-kj6iTGb3eiGPGYKDUi2CfunPWDdIfc9xI5NzTJEyTo-Nf2jcQ,JXnUH2pVo5X_83gZn_Vfq55w7-CC-ZIFdEmh34ej-wmn1mQ,t7dqmpGBKOaeXrPJogKuiAvbIEEPcVQZLUu84hmk8xGqbaA,napο,794
Cni6VFliXsQTkK1DTpP-Z7BM_9Ozavk69fxzFSlM5j_Gz82io1y9JSjl3o0oYET_Lb7a5sPlGM_Vcg,I2n2xpTRJIej1gJkIao1p-QD_5aCoA51CgXYwLeFS9e6Xeo,DUKGeNKfSDSnCSsa7jA-Ll3Az8Ua1AMoXFqx2cSz9bH3D_w,4tukano4,792
QCGv8TSvoHdzDl0hFaioJdXoA7Ay2Eh8taSpgxC7ctE4GqYkwJCiUFgCVcwAzVK_7kO_MwT4xg4ewA,IrIkVDpEceORzWseN4q6unzo-0M6K5Oy-8i-27Ax3edSOtU,KC0-Elu4GqFdsao5eLKiin_Fcip2kUE2pD7Roq1-XBxzcJQ,can win zzz,791
UrN1F3iTjCxUKWBAntKBCEU98GWq9aZVlsXvRmpF6GSrDn86ZMR6z28gJLVJPeHnSQaPF1o15f-gCA,VCOuYhg6VUDc87j1Xy_ijsp9zMNZZBNgmagNilByqSytiQ,YB6HO7gIGMiQBiqyKsSWDCa_VqHQaL-xVm85K-g_wf0qXfc,Po Gap V2,790
ye4lP6i7RZZFD_0lNN_9ngRSTy2KvpgB9tmO4vL7_jyenWKFvPuObGZfr1d6a7oavT2DRUNyX1k5XQ,qxQ3-4rlv2k0S-_Kfjerh45GcpaMFd1x-xcz5NJj467Mik8,MFPk52TNPmDLW5lXqFF1-97o4YAVtGVCm6mDhCiyNCIg9G8,Mishek,789
Hlb5-StvjJwjmKddz9nyW3m23xTkO-fYStMFm6MMVta7BWsuqG7twjrfHqMvQPQ3kzrWYJyPbHMAxw,mzMfNEYebur6lgD8nC3Tn3NZhNWpQbHSYbxZzkPy389PG5QaYInJOrxZ,Vpn1Gwf23Y3ANkX-Tk-AY85fLbMUNjU58nGA7_bXrSu5u_N3ex1jsW0Iyg,zafccp,788
r0O-9UHPe6Gw4IvoqZdLuw8WFzd2g3LTdN6O3MkVCj75wlZ3qs_Ssez2Dw_3S4EE_YXHNJLJuO_qiQ,tVGknH9IK86RrbLdvzszX8dcB_gPDOxjnbWHxH7p47jVWpO-a2sTDQL0,DDYW2zp8vVCWK97KvLQfaIWsKctHERjJdMX5xSt2K8O2zj7sZPvSwn4nYg,LFT JNG,788
ZNVuMMYTgHWje6CFH-4c2GGZl_NL9wQTJKSuHKlX5WztKo794fk2o4ekOjOeB-KFUZ0pEiMvfQnRuQ,f6POzqMWdzC_H43j7respAF4Ze8E3MYKMuTkCwU4xt3w86NSLDr1a1rQ,7lyE7vRr0vhklfmm1LNczOH9pnCb6L-Xi4W8c5kGuwo7wDdncb_--5BhPg,nafkelah1,788
eRKz3xlSb9_EmdSop9gpoioHKV7TEtSeBpRm0BxDoDbto_-LxnOU7Bk-U7Flb-yfte-tN42QizsY3A,bSn2fbJndDc0GHg9sx08T5kboNexmEIUv3dEukWrLiILoB0,suQFeVDOre9MSMlSx7YeZaK_TGJCN8vVEc4vLtEpESo-uMQ,snmvk,788
29yRpqmCfq4Ym7JArbeqnRNjT3hzYFZIRcq09jlRjv0ZlKRCbsWkMOH8aMau6KZTUMF4wdJHSxT17A,uMR18UHYSwD4sEsw_l0HSeocpZTHMBc8peZje6V9K-od7sdvo6gr3vBb,MJkVvoYueCUHvPt4ZsZzQlhgrJUiXcGknEDajjgZk6PlXHhR,Bebe Rexhå,786
uCgpIZ7Z8KUtThHbjz4b8PTt2cbKtZMbW6Z_SUpE6hZ6m6qTYodpHJKiIf1o4-vadWEwIZl7TQainQ,e4715gCuF3rx4YnAztqXk9qoYn6O7lpZm4HkAi2gOtAotGfMiuW2S1D0,JJZx2HlnMLaSyOhCEKcI14Ue4XYFM8t_TZzXdm3Z8rNIvys9,il0v3c0c41n3,786
YfoTble-0V2vEa8Lko-sTWIWhh7faQNycDJZUYcB0scXlhlS1lXDFPJi8Ame1VY1Pn4cW9NjXFwDvA,1025YiO73b7N-6H-4m-tzwR5LK7psL8sFcHjxY3bPzB_DJ9dAgyf9Dnn,bZ-_N910v-Vr-9nTnAdRTFQOTpiKBCcmSGTnEPTvGNBIKlTP,indimandi,785
_gkY3a9basXoSwPcKuY20hvCkVg-7UBcZwhFfejhZEfxXKF-IBlhXKSQNOMUKUw4AZVvPx-DFwy9uQ,ap1OcMbi3gKSoQ5f1O5GMkz3-MhA9-Gd-YMnobBaklbIsMa_Q_WuemwH,p_nLUof8z8cD5U9CknI3H95xxiMxRRYmu0bGiYm0a7CyEfCTmwuUbh9_Bw,Edgerunner jokaa,783
XTLGfAeJhjQFOLDzlXzxH1imXx_bc07iiJEC71ySiL_zBBie9HTnkHsNr1XCOpk0n0hkk6S2bqwnrQ,VdfwDCO1Ub-LWvt00n1gi04CLgVyJeplZywaQ83FGMzj5w,p2UBmP7uSE9RUL9v5LtNNMJyp6ifVMlZzMQb_bmFB4L00Xc,WhiteKnight108,780
qM5k3TBfVfEQ4zcXCpHEBwtMLjSm4Zl8kz7fe13MlZZR8vkFhMBqnoF2clqUXB9Y0zIych_MEW0HKw,ekEjUfzYMlgrqBmcnzaT1K5HfGXBzsbBFRDAdRbFJnYkODc,Q4Hogd0jiERWITHS4j5EO4MQsn9nYgBljLUx7vwIYGYwSK4,OSV Goldenpenny,779
ae7naqn0b5pxqM850q-ip2dmQjlpTcmfYsH87OpE1wMpTBTlwfGymGXJPr5oGo1GalXdUowU058CGw,Th18bzf7XFjL0sVC7EM-m5-pG66SgZj7QIfejMwoRWiydA,0qR0WgOUruL_Buq6I8cRbvBvyXPzJPXCXaOwivDopjJOSTA,SUN GOD NIKA1,779
9kDKFF8z3dr_B8rceN-XWXiQX2pGhibsXEm_P1weG6tnvCHJVUab729zDN_QUblAJZ4uwrjr4GnX9A,NZAU96qSrwt8pzEn3uAyUUj9IxArLUTo0koN7X--TZiwcG6cm8a9UyWt,0XGd1CMeYtxl7ObYMEtMnyUj-mNIaGHoQDlsiI8B6aI7vcYztWgYj0VY9g,V l N X,778
12Em596NvFruD94AGaz8_8aAmsA_aHRgsBNoS5TdO99mtg3A0ese07PVrQo1X7xbTADA2_Wj_4RKeg,uW1SgkxCf8GampqEZdavGy6wlDVupsa5i7VqKNxZkcC3hxLEzQj7gkvw,mZ4GzLY1kPdBNV1zbqkd5nrQJvxZxcO1lxZedndONlbxsbQP3FPXx2D6Fw,koreanspy1,778
MbpnrSjgrjhzsR1FJ7wI1eZwcdfUyPOznS4dgCaAv0-koES2_j8TD8KTKm40GSwfi0iEm4KaEdZIMQ,aoNSJDh9jvOnvLbP5__fJdSdoTZ2h5mmSj6nIYoFMTMQddViYd-5TMYa,5MMKViJ8j5WK_UJStPdn6n_JcCdYywzttjjIpHJFDYSqyFbk,stateofemergency,777
gUckJT46BoOG_WIMP8pIb3WrvPm9a-dldYiWtW1SXqxXW_BiyYnB4T3EcJ5dMYOyaAtKK5eOekAehA,hQ8UUQGUyYrSJ8pPwuWoXD_M26_g3gZ3NlcvEyAGXK-6wQ,drven6AxIWaLiIUoVExKRYcy9BGogRPtvNYsVB8tZ6kS2hk,Tollkühn,776
1jEuuhm3NyQxJ7f8QLvtCxvSDiq9XRa1iV2V_rjGmMu4YlwHfVTg3gJXd7Bd1VcBhlZ5T8q9UHSLqA,pfhaKlOGDFaIuWkQS6F3pIk-nuAvIOW1Fi6L0sqk2UfESX8,bDAme4aJNCNlS1VHf11Oq8wAMkxBLJAP8Ey_gMYxNsdC0h4,Moog Maan,775
3-E1wdqMfTf5DpCxwVNHdBbCnBf_WcPSa-OePAoAeVp5a6BHOd5VcpaSFNtpQZqs1ooavmjInW4bQA,MVE1GSB8Sb57F4Jb1c9_T1VK-mWbq-GH1BfNsyIWX5HImg,10qkmzrsQBrzh4zYwqUVU6cbv1zCQ71h_S2mAxMtMZqHvak,tibor,775
Kjf60kUFnjZXzWBXiNffFol6HbXOrZwXEZCG9T8AJM166v5xAGxRC9kILSTRS1lCPVCclGFaGYHoEg,2HdxMwBdWZgPGJIoEJsh4vty3mdE_Anmx122WN0zPRrJw_c,NfN8lCcs5eVY4kn9LvGAqKd1zX_LeYUzgfJNuVxMS_H7Uzg,Blutwächter,775
rmvfWBmjduqM8VliOt_2S9iYSY5W3qMtE8MSPirn4um7Bon2TY4Y-NMpgEV7dS8-tpjBBTZbhkZNgA,g9nI19vRzzWj6avBn8lVVkIHmDD3nPEF_RwDllwPSaCdVyxs1hiaenYT,RyeTaExVyo2CygAb4MzPB2WZMEN-PiuawteDDL72HEB0OyPu,Domaın Expansion,774
6tOFCaNrK7VMY4xwPw2C-73VmGAuez3G626EdDqciR7gVlK9wEiKAtuIJ8xVaQ4ahsnMcg_Jnfkj5A,JxQuEaUeWv43FPyiTD6yoPCR4eCfefDNKSBE_ocbk6rIQodo6-rXzq9P,YNBlEoo2S2OCwek6BevXbu-n5QRzM8g1xCOmB1cxYy_ACM9N,SSO Axel,774
Rhrq-PCklWqTLK5HVlWoKTf9QZEVqz5r8Ht-Ocj7KGF7FIv39_M_ua8BGQa3olhRpqdfBYEOvJJhNA,LWBnh9jauvuIFFN8CQKF6IqwxUizPi3uHvikdMt3QXmW6w,AtRUUO2wmz2mhhKZIp9ilX7AfhwO-IgWoE70sei0Amor-GU,2025 enjoyer,774
lCsz9axnFvty3KAkaHRSui2k9vq5yNNluE8olphVlMQciwCc3rTrIkQpI97SZBNnOEt4cDo6la-bGw,fLZXCVOM2JDUvLMiR7i5CBBQ_u8-VNDt5rhf5EyitS7yYnDt5mGuhFc_,RCd4r22hcCBTJGXsPYJr5W3jdhBjnQaagYNE3krmczudiRPvQra_OYZAQg,GANGSTA AMUMU,773
zyKhJHlUMK4Tz-ktynNeztW5EvxX-LVGMuchsCaPezlG8rNk8vZIBvtultkO32i8AZhRoKnhgVHX-Q,8FEohaX_gCdNaIBrYefY0U8Y9EE5frDqEhfUAbQUANbhLw,2Md8kgEEJrs-6zC0-5U5SelWyr7rb7yorO10qGLJuBrnJdY,ykh,773
peiyKcRY9OzJzLLFUneStU60tgTNGSPtMf4NMBa2kODGz7tnwSmXBuK20-7B5v_QfsnIee33XA_6QA,Al9v3cWGEeBPXYGnjZgYl-8a4-FXmaAz856f6Ckk5_pMyo0,Kh9Fnq0jIWRoHjQR7XF5JAr7_2XomVfdmAmzZQ4xbv1lH24,SUBSTANTIAL ,773
mRC34oFkPVMeC9lk3aHSc4bgJT99QYF-cS41wm3utcYQJwwOA2dkniRoMhbo5j8WS7dfVnPal97lag,ArDpoVntHL-tcb2xyotnpOz-w6aIxPb0YfsKhmUbUlOWw0M,iE7JCQTGAl7bh-XXcdFRyEyu2GjV_PBKBQPJelbIYdtidqw,HMPeiWan WindNa,772
6JY6VXZdZSI1Ojs8Y5o-S--Q-XsNghpQX_WiouVGOt3SE8cc5nG79kt8ngLkts4gfcs5Ddf-tzMtZA,m-e45KT8uQ5QUogavrz0HxyU_K-kHxtSC5CsU7tz8xL_U3tomJYjAUaA,4CbnHHBjIAaYxaQbxMFgQThoO327oJdfDTsp52ONAg6ipHKP,Baima Wangzi,772
mUCgQdsQFExA2S_lX0RBEEHbwOpnhhpeBpFZsKQbXWTalH0M71LeltP9eUEh61Z7jIBdHrvfppxr_w,-2DG_iDgGm_qIP86YOgj8qotZM0HHhsha3hutnQgyUVl8jk,xELSVI_IsViglR9FmzVM48qqrNnftDZH0PuD3wHfaYWRQj4,Ukazat,771
lcqQgtJILWbdYFHRku1OezjJiXt1VBnNfs1N1v4VMQHdfsLMbGtnFAeK_xawR6g7JExBaGiDlm4xyA,sL6vXaux2Q-Hnp3Qtx3lUcrXQ4zByouVdHyTylWdo9OGRMk,xnxnA4FzjCf_NFxI27-xEsKFKbbl4m8r2KGwN2ddlkXhET0,Lari,770
08_jMIUhiIClxVC11ib6XxG8eIwkMQ-Sh4qPXaDoIwNQzzUba4Pad7thvHQpjY6z3SsCPNCcOpmDJw,GWRZcX6xcaGATrEReH9i2IeSUDSkm5ivPvybKupfSwEuZayw4BZywqDt,H1C0xGEBU4y8OiP__Jg-Niu7QL1PwtnAm7mSFVBvvHXztph-,Briefcase Man,770
k94aAhqTq19EHCrBpcRw_EyndrPaPUSTbPPp3ZTMmzqWPy8Je7xKgIWUDeFB8By97z2yvTTk687Lbg,b-IXEXEqTvVoo-a5GzRLxCgsBXT7hiEuCJLIX-5jah8RAfU,a6rN-GwM3GAMnxdnS3hroYTTOLbU4fKmpaK6VyrBnXKOfjo,Triple H,770
iVl3JzMUlomyRx6q-s7RWxBwXnIYAuUUtqJob0G5sFN3oWXcdhRzSCel9sOGmIdypkV1Hn6WobfBUQ,Cd9JutcUsDj8ACCEcVo-fFWXaLzClOlpw61WAlALfClsIrQ,DljBO3Poow0CGFIGpG7C9V480EyMSzJDngtezMY7SZRPx8w,StrandTent,770
s6WzWJjvo3AP6ep77UU7fzhimcAjay2D43Jdi9MRtMfAwPmvudXwNYH83TeONDyksasxZzYnahVLSA,dtiQmcNt6rPiaVj7K3xYitcG0KAy7WJ0Kyppn7uslA-51A,l2jkUxQGrGGREqXbD-tYhIqHj9J8_MY8uHjpukgEXEYGmVM,meistro,770
DnZtwrpJhxEJnm_q9Vl4YiD60jyONqTJQkw-FL-fldF08ANmFfdIqIDFh1-TTd_kE_JiAglJBbn-Ug,HrX-Nel0AAl4KAP1TnFMjz30kMddsP7CyIz_jDvLGZal2vE,VWXHRrNKMZ04EP5CiRlFOyq1f5VsYzih_S1853xP0-7gvC_J,V eaRyz,770
spV2IcJl-evXnb1RSPTLVAPU6dYnwxLT9wq2-JOEE4Ofg-Z0WbOPkguFiXoGOOgnpeiFoL3GcRyQNQ,UIZbu507HI-TZfP2VPdebnI4NyO-1QplC8PM1cRBcBytkilCd-cMGFpZ,KqBOB4MLDEbS4T4_1zHF3KSAHpTV2v7zOyhhqgI2VQzZvNTsjsESEMSHag,RAM IRL L9,769
UwW5ZL1zVvrJnRQEGmNbyMVd0jpBzDwEDGR4BFsBfdFGWBbo-mk2zYDIkhg1gqmO9WXtLXBkkAPSUQ,rsZ4-OmYYj_zWuH0m7n51yGi4Fr6LgC7rTmsI0NBJ2sgRA,pbGsRnhEj3T6eEBjmptYuVjbp_xEjvpO7HSBOXezFCOQ3zA,Xerxail high acc,769
cWfuCIzrJbTJOVj_2RTzsOXy0SyD2UpBafgX0QdolJZPdesTHoY2lngcN-BzHIMynPKrIhcWK4HShQ,6QVDIvQUZWBgF5umTH0eFx0Ep3F7bjIsXFuuv1c0Zer_vWgsWUGkKoPo,VChTuWqNdgLdWOAVMYTRqCSqkBRbFK7ipw46p8fDApYuEiNqPlox1DMZXg,iLL CHAKIB XDDDD,769
p0e9z0Jln3dC3Yq_ZaFs1HIZN_9uZ1gipa7b85kbgBgES26ANQbg-DgQv0LFx-1q5bra-nqeq2211w,WFMTDubM0ZRyYwarRJHfnZ53DuZTGNgkCsfFcUpd6r8eQw,jJwBpSx4PU8cjnvpQFjIL0LgS__VTKnljFDyD0_K6Ht-x2Q,UnlookyPoopy,769
pCO0bGJFW_oRSkZkQv4fP1pgy6TX3OIqFofDPhbVjSPxGiIyj866hsscxQ0pC7Ci3igVXnSU7PLErw,w4VUcM8GYsVI4gqR5myDYGW5DXOHCdgPhoNH7ZiUdqUDewp-dGmNd3YL,wrPL4HtJ9sxkgQImpBeBx1seshnz-aVdcrvw7Ku9GwclhFHK,Frαnk Castle,767
cFOA2MmJnsyCfostU3qtkfkEn9mpurHkWRGCWg3zLp2U4UalVPE_VMAoHgaenEY_t2XIHnPM0wANtQ,5ZJGJ665b7q9iaT1hjzFOIChs9-KBd6IGvvlzYxQHdolYrG90jJ8W5y8,3oKBFl7qfhOXA6YIoxdtMFXgkmu0lBgc3sZ0WZbNWjg7ESXn,iljimae9,767
2vqGumNvvGffvzwQEpkrPrcIXAy0WgVwFrTwuoyi2a0lodSFZ3s07whdyenZaFrkm9pN2aew-uvIkA,2A3pco3oGRtIjsPlB6UglTIwIjX2ZSwUTXxQGMfr_10FYRk,KWyx3CwLc2xJOEBfTGg3oVvMCNHRvF3xPYhmVzYqZ6H0Z6Q,faker baIIsack,766
eMM9_ZXGK6bVzMxqI6-19X8VsUFSDGjIf9s7FQKLenvXMUOqRGtUBPyjx2Dh7mFMlUhTWScnuvX1rQ,GKvMyJ6MPPfKUdNjrDbnnyugn93NdVV219cN0_vc6LzqPBl6M1hnupu3,J90IV69k-z5-yzKJy0VfdznJOPjab0ipBJzdHRg1RbUUQsYx,supercup winner,766
TklThEH7__bLNTRCIrHNRmklVxjoTkEdho72ev2mmrIOOUElqqgp7M57DN1jnGdN1r8enMWtTbbmYw,0m8QqJ_CXDF7zJOzy4aAFTRPQzN9tAOTlisN0LzTC-qrbQJWo9Se8tlU,YS9ObTNoOpfG3yFlQ38xPYDkm6UOKkrrK20CwbJHkRmURRBeWRF92yXg0Q,Chowlee,766
_8VqQYJo-3-lGTfLEJH3VZK8Fy_hNs3bcbsg6Z9rBx5xPaZ8EjzuKlTaYceypuLx19OeEEtNxl3W6g,wQtTa_Vxyh5SAWav0bEIhFhMXpmqRQsPZs7lQocSAzQSYg,0gf0Ffwf-gQBP3l8R3yZxdZUeS6Ds9bjmYTNTbVj9QbAdP4,Zitrustee,765
Rnpm8Gq0zMkJPd2Xn8gTi3z-Ssz8v-MDK3DQ0Ee0qAeoNX4EiLb3sAXps5rpqAZm3gKf3ErIoh9pBw,xJ5gypi7fFSfJtG6cNecDYywozIh05wgZBTA8tRcERYO7IMTuBe28TRH,9qbw0c2IDtr65HpEGSRvRtlldelZ0Or3lyAfeUUECZNIAO0h,ΜaIice,765
TKm9qwHGQtNYLIBxTF7Y6QwALGmSW8IwhYQXnxaJsNg0qEsrIayNBSe5w8xzJfmisMpSV_rpplvgAA,3O8CTto7t6ZyHhK7iBt8WzpUx25YB6kTdYliakUI_P_KcQ,QObhwmOeA0kWpudSm1NzwfibHUTe7Uny6wHwVCckIjsREGo,I love Latinas,765
6mYZ2j4Id49LXUEU3x1-EF_D6Bi7n24H1B5e3qJO0OcFTn94-qO5YMGhBfPVVCVXvtlfmyOw3FqGTg,mahyPJk0rs47Q6rNP1hg2euFzKIJMNyihQ_ZYJoYm-WyqkvTFpAJl_p4,V7aCp-xwoHg-dRs2XPrl3C8ab6L2AtD3LL5XbzkReGX7O7Hu,rm030,765
V3b_MrbMkfFNvDuCXEFphjRbSWSbhDyV1pBROG7KWmxg3D0SeIk4qi24XS4cMUVEVkwW1J2ieYQJeQ,p3i6pmNW0VEH1pSWfx_Yw74TkD8DqgLDkjS5TT7zs4F705E,KtiPVs9MLcwX2OyG_qPjRTWUqR2xOodiJyo7wOLyQE_GHo8,twitch SAMMU,764
xqMQE8-eNaiCivj1FiVoqjIkK7UkuYUJ4r6ZRzIVS05wSRiO0d_taIu22hkfZeU4rXu7COjc7KN-Fg,-tHifs1e6LpiuN0VJ4TZtoUJLMDcMcePFxWniwwsZFUDUA,IAP4hcAOb2kw0ErDKPTOP6iStimG42tI1tkey84sUz3oeGo,FTW NOMA,764
4yr_X0H4MKTL24_ZcnayYoADq1-YQtASQBnBsp3p7s4G0pH2hFXGSm_3TtIbfwWMBYYKy02-dl3T4w,2-9EMg6Q6FfZWJL-WxFuP_H7fNSWrmoIeMsfDIfaOa6FB_Hp-oYd629j,aizVgWizs2fLqLAkPYj32GKKsPQEbhp6l_Ocx4LkrScakkFD,Lοthric,763
WvUbYGMuExujx9NkqepUZKR7WNdihKgIOzH-paGiyxEGESpvG07eb2KjKbdOwT5i2TFVRBMfKR7GLw,FSrd1nP5Ov355kMrhYH7U5XlGFAUSDBjt7yD0wJu_DJGUw,AluFWAJlvmw0HKLhymDIEucf4ZYsdEIG2YccyhTgFeRN_dc,FBX Kallesyn ,763
rshsKYKuX5VYy2tsN-SZcgXNMjxmBYDO31MKeLzbr9_pH5ViFrvuTQ4CVvWc56sg7h5ChJ9AFPMHsw,2rUzIsQ-lbGeavLvL6PevQKr1hY78wHzkK1HZK56M78TPUk,rQKblsqZ60cxolYZenGlic7XL_dNXoApus5n0p5yy2oMYTY,Trevor BeImont,762
nsPbEd1Y-PWZsMur259kFOdEatoCX5tcxt_GypVzAN19R9slfOkEZ95DQwQkDA9XChq5FEs_k-sVPg,qRiyIWN5dhhhNmzvWCI5iHyoMdq4s3WU4vcDLtTLpP6IQ5hCZB1LVkfm,AWJ8m1vGKrA7-LMLPfP_cJUgTQAs7LpXbf8nKFojE-UU61QBHrLxxCH64A,Pelloquin2,762
5iwROAsQH5qduvaWzkD9fB1x34FjikAPMeLbzm5IOeQmtjyiXDGcnVTBDJOunZht9YqgZksjveItHw,QmXyMOetNh7Wx1BLDCQIQsBpMbw35atKeUtbWehu3F81FA,VB1CsxO8y1l8SzbsAS5tw9um7oa2HPBUdjfmfk8i62SrJd8,Moshy is unlucky,762
itcZAwMuA1LmzqYFdRYD4Bhuk7J3BaKeVPbDlWMPDF5yk9Ghq1WwJjS9V5tqLLXF9crykypcSSncEQ,qgE2J9Dw-H4PoLTQOQNjc_tlyWbfk3GV3QY3idf_O8l7260,YP60fovDHqx6tTVwjmSOyzvAM21m1q98hXO7YtMn8JjluSI,eSuba King,761
bTMgXp5dnKDwZsyqzGKcdDDv7opwaCb7TLbaXBHzhe62ZKZNFCUenhGdNKaML0KtDe9YniB98XKWtA,nQKpNP33UWEx1HzpSbOIqObd783RRVjs286_9oyI1XwZlrI,cdqQXrnojG-nWCnOcv-n7efZfN1xepnkGYPYBuHGwALoKm0,TwTv Odysseus131,759
TQKRWL4HIM52LVNnPWkLuRd7LM9jvtETsIsJHgapfgFXkH_Z_vhGL7Fdo_BBxbUbqoJOdMtvDrMT1A,95rQSA0HVk8uyrVlrHd5G5oLuqp-mesxCPIhhD843M87ilQ,bALfStSF_AK5xUnDJXhcPpDNNEflHE3ZkWavf39tAqkrStU,OniiKhan,759
1w-DyuZthKF688kkHzE7IKnV3UjRykTjHaqwl4qWF8N7C8rPARjTz_kmxQeOgfF4zuQHvuXJzu__-g,fIUDcOIPHU-NuvMr2lW2gsDS6Z79jfrbGD2NoKFYKqPgH4A,VhkTKNTYh6a2smX-8tVVBZFdP9nesPIPQwlwC7MWGyxM9Qk,WeiZoR,758
WN_rftcDiw8LB2_GMcVui_2hRgWv58JqJJprxEFJk6kUkeEsWQEUgKjqUZnsQooog4RYS-pDdiSxiw,gZawKmOG0q2-9GvIaPuioM55wP42rfJqG1fHkVZwX18dpg,nNmxE_ybgDiQR9jepZA8uhlLIocTLMJPP575kk9ycYI2rrM,Rychly,758
hZ27AuxAkj3vJC5pODsHiZYQm0TWH4oxuBU4zw7u5gHo9wZ3OD89Ipi2Rcrt6gspeYtzcuG4Biu-kw,VBt1HaQ6p3sTAVIhYEv6ulxYPWb8bHBQr3SEn8WtXvfyB2c,Y4Jv5A2Un2LfZCOWCCEF_MNZ6p44Rhj56_ZbI4cIYZoXPUg,never retreat,757
nxHDL--dZZtKu1tFoZvC7ius6Zssjs4BqTPZE-n-zjaoSo0AunP__ncVEGxRMSHU700sgYAjfBUpaQ,JEOIu9l4gNUoBKPeSNhKquMSQZKKLcDT6b2tJI1zTudzi4E,mUhgi4d12tXBqxJOnS-IawNjBQnCUohE2Z4fBU1J5CJQwpU,VININE Rafe,757
FPXXLialPM_laFFLNAsFvPBdI3v7AJu5prTwsCROyZN1BjNp8iQT3ai8kJaynhyiBCwlqGb81Jfcpw,DEm4ARqMV-sFbF1EeQ0axA62l7LmQsHHHpbs99gxzigQA9Q,nND-flFUw0dzQ9sf8ZvL-FLcZc9QGYeL9rQKK5WndNnFZSE,Fozzyfoster,756
Pfi802GOuZdkL6FxfoZEK7MWAyPlYlsJ1Q_mdsr7TVIG5ha3V8eu-3mVDrKPck0Gsxp8ZujidstE7A,OgyyPR6VgCLMOVdYKAVpKkerWgtbKsiO3ziIF1DOXS2L_g,mffkr5XkIyXwSEpLWwciQrzeg03SEl87PbWNOfHISRmUSk8,Suirotas,756
9C-gncoAaFVlxE6v9cNjbp1XKBwQG78zGMZ3jT9BKFwbERo_jlKCbPnw2Y5uPSK5wNdZkznA8UiM2Q,r95yf6KqZIwOBtd-bdHWsxUA5M2VIXBLa6CJHbQcFzCqzss,xl0EUebVQgFO6UjdAyeqMOkkLxLUq08OhDiJlVIk5o1ZY4M,luca the hopeful,755
_-WsB6Xj3sesg6FI5izMPXS8d-jM_piTwLgikOVmvXSjkAe5BnrAn3Z2cNpQmfduO4DqGF8RlTUG6w,-CTl4ydKPsVnFvpXr-wTaO6iY7iHWGwtxHILQV-O3so6HeA,b7Xh8JfKwcwF--JjwjGMFvMJZzrKAW6TR_ISdQdw28IMxo8,Iove jayce,754
oC3iE2ct8BwXogwWn-YT0pU7iF4vODPOTFvLLSAhAN7gqtEp56NMD_MljqjVGf5jW6a1dcPpMlhLfg,mHsIGWSdAgtaht-ZLNMk2VhTGEXIhRuz19UnVhe-2BxESA,Femo2jxsT1NWH8sSk8raQ5SsEjt7DBV9mQ8XEHtyGFh7TN4,Ryazaki1,754
